,model,time_period,site_name,min,mean,max,sd
82,RCM3_cgcm3,future,RandomSite6,1.0230185712922057,5.542435350754866,18.60570316344546,1.9638164042372568
83,RCM3_gfdl,future,RandomSite6,0.9405866082374019,5.603568293976768,19.001147726026705,2.091574515109069
84,CRCM_ccsm,current,RandomSite7,0.6856466639038719,6.8954818125019655,18.211916688234606,2.6635957031993343
85,CRCM_cgcm3,current,RandomSite7,0.7797839673305997,6.94000480349294,21.874399308953734,2.724181745376696
86,HRM3_gfdl,current,RandomSite7,0.7171473562404276,5.324830020847065,15.257588808038522,1.9964592520861724
87,HRM3_hadcm3,current,RandomSite7,0.8923143121428259,5.479538076199685,15.890727942294719,2.0876342836551314
88,RCM3_cgcm3,current,RandomSite7,1.1889410414813808,6.060354386362086,17.055948667218352,1.9787299500128852
89,RCM3_gfdl,current,RandomSite7,0.9903892025267784,5.7948260354162775,20.448383742234082,2.030284088311231
90,CRCM_ccsm,future,RandomSite7,0.8983577623339456,6.919516750995823,22.277549995480218,2.624381363687781
91,CRCM_cgcm3,future,RandomSite7,0.6389260624517761,6.994182722435315,22.981336427407616,2.776990631470048
92,HRM3_gfdl,future,RandomSite7,0.7884996002444038,5.592913011574947,14.816277663572414,2.07516694649276
93,HRM3_hadcm3,future,RandomSite7,1.2068821851910998,5.610347447578241,16.518245710237768,2.1162609679150535
